number,check,korean,hanja,japanese,english,example,translation
1036,,아버님,,,father,가족,family
1037,,아버지,,,father,가족,family
1038,,아빠,,,dad,가족,family
1039,,아이,,,child,어른,Adult
1040,,아이스크림,,,ice cream,아이스크림을 먹다,eat ice cream
1041,,아저씨,,,mister,아주머니,madam
1042,,아주,,,very,아주 쉽다,very easy
1043,,아주머니,,,old lady,아저씨,mister
1044,,아줌마,,,madam,아주머니,madam
1045,,아직,,,yet,아직 없다,not yet
1046,,아침,,,morning,아침이 되다,morning comes
1047,,아파트,,,apartment,아파트에 살다,live in an apartment
1048,,아프다,,,sick,다리가 아프다,legs hurt
1049,,아홉,,,nine,숫자,number
1050,,아흔,,,ninety,숫자,number
1051,,악기,樂器,楽器,musical instrument,악기를 연주하다,play an instrument
1052,,안,,,inside,밖,outside
1053,,안,,,not,안 춥다,It's not cold
1054,,안개,,,fog,안개가 끼다,foggy
1055,,안경,眼鏡,眼鏡,glasses,안경을 쓰다,wear glasses
1056,,안내,案內,案内,information,관광 안내,tourist information
1057,,안내문,案內文,案内文,notice,안내문을 받다,receive notice
1058,,안녕,,,hi,친구야! 안녕.,friend! hi.
1059,,안녕히,,,bye,안녕히 계세요,good bye
1060,,안다,,,"hug, hold",아기를 안다,hug the baby
1061,,안되다,,,not,공부가 안되다,can't study
1062,,안전,安全,安全,safety,안전을 지키다,keep safe
1063,,안쪽,,,inside,바깥쪽,outside
1064,,앉다,,,sit,의자에 앉다,sit on a chair
1065,,알다,,,know,사실을 알다,know the facts
1066,,알리다,,,inform,사실을 알리다,inform the truth
1067,,알맞다,,,fit,크기가 알맛다,The size is good
1068,,알아보다,,,inquire,정보를 알아보다,find out information
1069,,앞,,,front,앞으로 나가다,move forward
1070,,앞쪽,,,front,앞쪽으로 향하다,head forward
1071,,애,,,"child, kid",어른,adult
1072,,애인,愛人,恋人,lover,연인,lover
1073,,앨범,,,album,사진 앨범,photo album
1074,,야,,,night,"야, 같이 가자","Hey, let's go together"
1075,,야구,野球,野球,baseball,축구,soccer
1076,,야채,野菜,野菜,vegetable,야채를 먹다,eat vegetables
1077,,약,約,約,about,약 1시간,about 1 hour
1078,,약,藥,薬,medicine,약을 먹다,take medicine
1079,,약간,若干,若干,slightly,약간 크다,a bit big
1080,,약국,藥局,薬局,pharmacy,약국에 가다,go to the pharmacy
1081,,약사,藥師,薬剤師,pharmacist,약사가 되다,become a pharmacist
1082,,약속,約束,約束,promise,약속을 지키다,keep a promise
1083,,약하다,弱,弱,weak,힘이 약하다,have little strength
1084,,얇다,,,thin,두께가 얇다,thickness is thin
1085,,양말,,,socks,양말을 신다,wear socks
1086,,양복,洋服,洋服,suit,양복을 입다,wear a suit
1087,,양식,洋食,洋食,form,한식,Korean food
1088,,양식집,洋食,洋食,Western food,양식집에 가다,go to a western food restaurant
1089,,양치질,,,brushing teeth,양치질을 하다,brush one's teeth
1090,,얘기,,,story,얘기를 들려주다,tell a story
1091,,어,,,Oh,"어, 이게 뭐야?","Uh, what is this?"
1092,,어깨,,,shoulder,신체,body
1093,,어느,,,which,어느 나라,what country
1094,,어둡다,,,dark,조명이 어둡다,the lighting is dark
1095,,어디,,,where,어디예요?,where is it?
1096,,어떠하다,,,how about,생각이 어떠하다,what do you think
1097,,어떤,,,which,어떤 느낌,what feeling
1098,,어떻다,,,how,마음이 어떻다,how do you feel?
1099,,어렵다,,,difficult,문제가 어렵다,the problem is difficult
1100,,어른,,,adult,어른이 되다,become an adult
1101,,어리다,,,young,나이가 어리다,be young
1102,,어린아이,,,a child,어린아이와 놀다,play with a child
1103,,어린이,,,child,사람,person
1104,,어머니,,,mother,가족,family
1105,,어머님,,,mother,가족,family
1106,,어서,,,quickly,어서 일어나,wake up quickly
1107,,어울리다,,,"socialize, hang out",사람들과 어울리다,hang out with people
1108,,어제,,,yesterday,오늘,today
1109,,어젯밤,,,yesternight,시간,hour
1110,,억,億,億,one hundred million,숫자,number
1111,,언니,,,sister,가족,family
1112,,언어,言語,言語,language,언어로 표현하다,express in language
1113,,언제,,,when,언제예요?,when?
1114,,언제나,,,always,언제나 함께,always together
1115,,얻다,,,"get, gain",물건을 얻다,get something
1116,,얼굴,,,face,신체,body
1117,,얼다,,,freeze,얼음이 얼다,ice freezes
1118,,얼마,,,how much,얼마예요?,how much is this?
1119,,얼마나,,,how much,얼마나 예쁜지,how pretty
1120,,얼음,,,ice,얼음이 녹다,ice melts
1121,,엄마,,,Mom,가족,family
1122,,없다,,,no,재미가 없다,it's not fun
1123,,엉덩이,,,butt,신체,body
1124,,에어컨,,,air conditioner,에어컨을 켜다,turn on the air conditioner
1125,,엘리베이터,,,elevator,엘리베이터를 타다,take the elevator
1126,,여권,旅券,旅券,passport,여권을 발급하다,issue a passport
1127,,여기,,,here,장소,location
1128,,여기저기,,,here and there,장소,location
1129,,여덟,,,eight,숫자,number
1130,,여동생,女同生,妹,younger sister,가족,family
1131,,여든,,,eighty,숫자,number
1132,,여러,,,various,여러 나라,various countries
1133,,여러분,分,皆さん,everyone,국민 여러분,Dear citizens
1134,,여름,,,summer,계절,season
1135,,여보세요,,,hello,전화,phone call
1136,,여섯,,,six,숫자,number
1137,,여성,女性,女性,female,남성,male
1138,,여자,女子,女子,woman,남자,man
1139,,여쭙다,,,(honorific) ask,선생님께 여쭙다,ask the teacher
1140,,여학생,女學生,女学生,female student,남학생,boy
1141,,여행,旅行,旅行,travel,여행을 가다,go to travel
1142,,여행사,旅行社,旅行社,travel agency,여행사에서 일하다,work at a travel agency
1143,,여행지,旅行地,旅行地,travel destination,여행지로 떠나다,leave for a travel destination
1144,,역,驛,駅,station,역에 내리다,get off at the station
1145,,역사,歷史,歴史,history,한국의 역사,Korean history
1146,,역시,亦是,亦,too, also",나 역시,me too
1147,,연결,連結,連結,connection,연결을 끊다,disconnect
1148,,연극,演劇,演劇,theater,연극을 보다,watch a play
1149,,연락,連絡,連絡,contact,연락을 주다,give contact
1150,,연락처,連絡處,連絡先,contact,연락처를 남기다,leave contact details
1151,,연말,年末,年末,year-end,연말이 되다,It's the end of the year
1152,,연세,年歲,年齢,age,연세가 드시다,get older
1153,,연습,練習,練習,practice,피아노 연습,piano practice
1154,,연예인,演藝人,芸能人,celebrity,직업,job
1155,,연필,鉛筆,鉛筆,pencil,연필로 쓰다,write with a pencil
1156,,연휴,連休,連休,holiday,연휴 동안 쉬다,rest for the holidays
1157,,열,十,十,ten,숫자,number
1158,,열,熱,熱,fever,열이 나다,have a fever
1159,,열다,,,(sb) open (sth),문을 열다,open the door
1160,,열리다,,,(sth) open,문이 열리다,the door opens
1161,,열쇠,,,key,열쇠로 열다,open with a key
1162,,열심히,熱心,熱心,hard,열심히 공부하다,study hard
1163,,열차,列車,列車,train,열차를 타다,take a train
1164,,열흘,,,ten days,시간,hour
1165,,엽서,葉書,葉書,postcard,엽시를 보내다,send a postcard
1166,,영,零,零,zero,숫자,number
1167,,영국,英國,英国,UK,나라,country
1168,,영수증,領收證,領収証,receipt,영수증을 받다,receive a receipt
1169,,영어,英語,英語,English,언어,language
1170,,영하,零下,零下,sub-zero,영하로 떨어지다,fall below zero
1171,,영화,映畫,映画,movie,영화를 보다,watch a movie
1172,,영화관,映畫館,映画館,cinema,영화관에 가다,go to the cinema
1173,,영화배우,映畫俳優,映画俳優,movie actor,직업,job
1174,,옆,,,next,오른쪽 옆,next to the right
1175,,옆집,,,next door,옆집에 살다,live next door
1176,,예,例,例,example,대답,answer
1177,,예매,豫買,予約,"book, reservation",영화표 예매,movie ticket reservation
1178,,예쁘다,,,pretty,얼굴이 예쁘다,you have a pretty face
1179,,예순,,,sixty,숫자,number
1180,,예술,藝術,芸術,art,예술 작품,artwork
1181,,예습,豫習,予習,preparation,복습,review
1182,,예약,豫約,予約,reservation,호텔 예약,Hotel reservation
1183,,옛,,,old,옛 친구,old friend
1184,,옛날,,,long ago,먼 옛날,long ago
1185,,오,五,五,five,숫자,number
1186,,오늘,,,today,시간,hour
1187,,오다,,,come,한국에 오다,come to Korea
1188,,오래,,,long,오래 쓰다,use for a long time
1189,,오래간만,,,long time no see,오래간만에 만나다,meeting after a long time
1190,,오래되다,,,get old,집이 오래되다,the house is old
1191,,오랜만,,,long time,오랜만에 만나다,long time no see
1192,,오랫동안,,,for a long time,오랫동안 사귀다,date for a long time
1193,,오렌지,,,orange,과일,fruit
1194,,오르다,,,increase,값이 오르다,price rises
1195,,오른손,,,right hand,왼손,left hand
1196,,오른쪽,,,right side,왼쪽,left
1197,,오빠,,,brother,가족,family
1198,,오십,五十,五十,fifty,숫자,number
1199,,오월,五月,五月,May,달(월),month
1200,,오이,,,cucumber,채소,vegetable
1201,,오전,午前,午前,"am, morning",오후,afternoon
1202,,오후,午後,午後,"pm, afternoon",오전,morning
1203,,온도,溫度,温度,temperature,온도가 높다,the temperature is high
1204,,올라가다,,,"go up, climb",나무에 올라가다,climb a tree
1205,,올라오다,,,come up,산에 올라오다,climb the mountain
1206,,올리다,,,raise,값을 올리다,increase price
1207,,올림,,,Sincerely yours,편지,letter
1208,,올림픽,,,Olympic,올림픽 경기,Olympic games
1209,,올해,,,this year,시간,hour
1210,,옳다,,,right,생각이 옳다,thinking is right
1211,,옷,,,clothes,옷을 입다,Pull on
1212,,옷걸이,,,hanger,옷걸이에 걸다,hang on hanger
1213,,옷장,,,wardrobe,옷장에 넣다,put in closet
1214,,와,,,wow,"와, 정말 반갑다","Wow, nice to meet you."
1215,,와이셔츠,,,dress shirt,와이셔츠를 입다,wear a dress shirt
1216,,완전히,完全,完全,completely,완전히 끝나다,completely finished
1217,,왕,王,王,king,왕이 되다,become king
1218,,왜,,,why,왜 그래?,what's the matter?
1219,,왜냐하면,,,because,−,
1220,,외국,外國,外国,foreign,외국에 가다,go abroad
1221,,외국어,外國語,外国語,foreign language,외국어로 말하다,speak a foreign language
1222,,외국인,外國人,外国人,foreigner,외국인을 만나다,meet a foreigner
1223,,외롭다,,,lonely,삶이 외록다,life is lonely
1224,,외우다,,,memorize,단어를 외우다,memorize words
1225,,외출,外出,外出,outing,외출을 준비하다,prepare to go out
1226,,왼손,,,left hand,오른손,right hand
1227,,왼쪽,,,left,오른쪽,right side
1228,,요금,料金,料金,fee,전화 요금,phone bill
1229,,요리,料理,料理,cooking,요리 방법,cooking method
1230,,요리사,料理師,料理人,chef,직업,job
1231,,요일,曜日,曜日,day of week,시간,time
1232,,요즘,,,nowadays,시간,time
1233,,우동,,,udon (food),우동을 먹다,eat udon
1234,,우리,,,"our, we",우리 가족,our family
1235,,우리나라,,,our country,우리나라 사람,people from our country
1236,,우산,雨傘,雨傘,umbrella,우산을 쓰다,use an umbrella
1237,,우선,優先,優先,"first, above all",먼저,first
1238,,우유,牛乳,牛乳,milk,우유를 마시다,drink milk
1239,,우체국,郵遞局,郵便局,post office,우체국에 가다,go to the post office
1240,,우표,郵票,郵便切手,stamp,우표를 붙이다,attach a stamp
1241,,운동,運動,運動,"exercise, sports",운동 시설,sports facility
1242,,운동복,運動服,運動服,sportswear,운동복을 입다,wear sportswear
1243,,운동장,運動場,運動場,playground,운동장을 뛰다,run on the playground
1244,,운동화,運動靴,運動靴,running shoes,운동화를 신다,wear sneakers
1245,,운전,運轉,運転,driving,초보 운전,novice driver
1246,,운전사,運轉士,運転手,driver,직업,job
1247,,울다,,,cry,아기가 울다,baby cries
1248,,울산,蔚山,蔚山,Ulsan,도시,city
1249,,울음,,,crying,울음을 그치다,stop crying
1250,,움직이다,,,move,몸을 움직이다,move one's body
1251,,웃다,,,laugh,활짝 웃다,smile brightly
1252,,웃음,,,laugh,웃음이 나다,laugh
1253,,원,圓,円,won,천 원,thousand won
1254,,원피스,,,one piece (dress),원피스를 입다,wear a dress
1255,,원하다,願,願,want,도움을 원하다,want help
1256,,월,月,月,month,몇 월,what month
1257,,월급,月給,月給,salary,월급을 받다,receive a salary
1258,,월요일,月曜日,月曜日,Monday,요일,day of the week
1259,,위,,,above,아래,under
1260,,위쪽,,,"topside, upward",위쪽을 향하다,face upward
1261,,위치,位置,位置,position,위치를 정하다,determine position
1262,,위험,危險,危険,danger,위험이 닥치다,danger is imminent
1263,,유리,琉璃,硝子,glass,유리가 깨지다,glass breaks
1264,,유명,有名,有名,famous,유명 가수,famous singer
1265,,유월,六月,六月,June,달(월),month
1266,,유치원,幼稚園,幼稚園,kindergarten,유치원에 입학하다,enter kindergarten
1267,,유학,留學,留学,study abroad,유학을 가다,study abroad
1268,,유학생,留學生,留学生,international student,유학생 신분,foreign student status
1269,,유행,流行,流行,fashion,유행을 따르다,follow trends
1270,,육,六,六,six,숫자,number
1271,,육교,陸橋,陸橋,overpass,육교를 건너다,cross the overpass
1272,,육십,六十,六十,sixty,숫자,number
1273,,윷놀이,,,yut play,윷놀이를 하다,play yut
1274,,은행,銀行,銀行,bank,은행에 입금하다,deposit money in a bank
1275,,음,,,Uh,"음, 그럴 듯하다","Well, that seems likely."
1276,,음료,飲料,飲料,beverage,음료를 마시다,have a drink
1277,,음료수,飲料水,飲料水,drink,물,water
1278,,음식,飮食,飲食,food,음식을 먹다,eat food
1279,,음식점,飮食店,飲食店,restaurant,음식점에서 식사하다,eat at a restaurant
1280,,음악,音樂,音楽,music,음악을 듣다,listen to music
1281,,음악가,音樂家,音楽家,musician,음악가가 연주하다,musician plays
1282,,응,,,yes,대답,answer
1283,,의미,意味,意味,meaning,의미가 있다,meaningful
1284,,의사,醫師,医師,doctor,치과 의사,dentist
1285,,의자,椅子,椅子,chair,의자에 앉다,sit on a chair
1286,,이,,,tooth,이를 닦다,brush teeth
1287,,이,,,this,"그, 저","that, that"
1288,,이,二,二,two,둘,two
1289,,이거,,,this,이것,this
1290,,이것,,,this,이것은 뭐 예요?,What is this?
1291,,이곳,,,this place,장소,location
1292,,이기다,,,win,경기에서 이기다,win the game
1293,,이날,,,on this day,이날 공연,Today's performance
1294,,이다,,,to be,책이다,It's a book
1295,,이따가,,,later,이따가 가다,go later
1296,,이때,,,at this time,이때를 놓치다,miss this time
1297,,이런,,,this,이런 일,something like this
1298,,이렇다,,,like this,결과가 이렇다,the result is like this
1299,,이르다,,,early,빠르다,fast
1300,,이름,,,name,이름을 묻다,ask for name
1301,,이마,,,forehead,신체,body
1302,,이모,,,aunt,친척,relatives
1303,,이미,已,已,already,이미 끝나다,already over
1304,,이번,番,番,this time,이번 주,this week
1305,,이분,分,分,this person,그분,that person
1306,,이불,,,quilt,이불을 덮다,cover with a blanket
1307,,이사,移徙,引越,move (house),이사를 가다,move out
1308,,이삿짐,,,moving,이삿짐을 싸다,pack to move
1309,,이상,以上,以上,above,한 시간 이상,more than an hour
1310,,이상,異常,異常,"strange, unusual",이상 기온,abnormal temperature
1311,,이십,二十,二十,twenty,숫자,number
1312,,이야기,,,story,이야기를 들려주다,tell a story
1313,,이용,利用,利用,use,이용이 많다,a lot of use
1314,,이웃,,,neighborhood,이웃 나라,neighboring country
1315,,이월,二月,二月,February,달(월),month
1316,,이유,理由,理由,reason,이유를 묻다,ask for reason
1317,,이전,以前,以前,previous,이전의 경험,previous experience
1318,,이제,,,now,이제부터,from now on
1319,,이쪽,,,this,이쪽으로 향하다,head this way
1320,,이틀,,,two days,이틀이 지나다,two days pass
1321,,이해,理解,理解,understanding,이해가 쉽다,easy to understand
1322,,이후,以後,以後,after,이후의 삶,later life
1323,,익다,,,ripe,과일이 익다,fruit ripens
1324,,익숙하다,熟,熟,be used to,기계에 이숙하다,get familiar with a machine
1325,,인기,人氣,人気,popularity,인기가 많다,popular
1326,,인도네시아,印度尼西亞,インドネシア,Indonesia,나라,country
1327,,인분,人分,人分,servings,삼 인분,3 servings
1328,,인사,人事,挨拶,greetings,아침 인사,morning greetings
1329,,인삼,人蔘,人参,ginseng,인삼을 달이다,brew ginseng
1330,,인정받다,認定,認定,be recognized,능력을 인정받다,be recognized for ability
1331,,인천,仁川,仁川,Incheon,지명,place name
1332,,인터넷,,,internet,인터넷에 접속하다,access the internet
1333,,인형,人形,人形,doll,인형 놀이,doll play
1334,,일,,,work,일이 쌓이다,work piles up
1335,,일,一,一,one,숫자,number
1336,,일,日,日,day,삼 일,three days
1337,,일곱,,,seven,숫자,number
1338,,일기,日記,日記,diary,일기를 쓰다,write a diary
1339,,일본,日本,日本,Japan,나라,country
1340,,일부,一部,一部,part,일부 지역,some areas
1341,,일식,日食,日本食,Japanese food,음식,food
1342,,일식집,日食,日本食,Japanese restaurant,이식점에서 먹다,eat at a restaurant
1343,,일어나다,,,wake up,일찍 일어나다,wake up early
1344,,일어서다,,,stand up,자리에서 일어서다,stand up
1345,,일요일,日曜日,日曜日,Sunday,요일,day of the week
1346,,일월,一月,一月,January,달(월),month
1347,,일주일,一週日,一週間,one week,일주일이 걸리다,take a week
1348,,일찍,,,early,일찍 일어나다,wake up early
1349,,일흔,,,seventy,숫자,number
1350,,읽다,,,Ready,책을 읽다,read book
1351,,잃다,,,lose,물건을 잃다,lose an item
1352,,잃어버리다,,,lose (regretfully),물건을 잃어버리다,lose an item
1353,,입,,,mouth,입을 열다,open one's mouth
1354,,입구,入口,入口,entrance,지하철,subway
1355,,입다,,,wear,옷을 입다,put on clothes
1356,,입술,,,lips,신체,body
1357,,입원,入院,入院,hospitalization,입원 환자,inpatient
1358,,입장권,入場券,入場券,admission ticket,입장권을 사다,buy a ticket
1359,,입학,入學,入学,admission,대학 입학,college admissions
1360,,입학시험,入學試驗,入学試験,entrance exam,입학시험에 합격하다,pass the entrance exam
1361,,있다,,,"be at, have",집에 있다,stay at home
1362,,잊다,,,forget,번호를 잊다,forget a number
1363,,잊어버리다,,,forget (regretfully),번호를 잊어버리다,forget a number
1364,,잎,,,leaf,잎이 떨어지다,a leaf falls
1365,,자기소개,自己紹介,自己紹介,self-introduction,자기소개를 하다,introduce oneself
1366,,자꾸,,,repeatedly,자꾸 반복하다,keep repeating
1367,,자다,,,sleep,잠을 자다,sleep
1368,,자동차,自動車,自動車,car,자동차를 운전하다,drive a car
1369,,자동판매기,自動販賣機,自動販売機,vending machine,자동판매기를 누르다,press the vending machine
1370,,자라다,,,grow up,나무가 자라다,tree grows
1371,,자랑,,,proud,자랑을 하다,brag
1372,,자르다,,,cut,머리를 자르다,cut hair
1373,,자리,,,seat,자리에 앉다,take a seat
1374,,자세히,仔細,仔細,details,자세히 알다,know in detail
1375,,자식,子息,子息,child,자식을 기르다,raise children
1376,,자신,自身,自身,self,나 자신,myself
1377,,자연,自然,自然,nature,자연으로 돌아가다,return to nature
1378,,자유,自由,自由,freedom,자유를 누리다,enjoy freedom
1379,,자장면,炸醬麵,ジャージャー麺,jajangmyeon (food),음식,food
1380,,자전거,自轉車,自転車,bicycle,자전거를 타다,ride a bicycle
1381,,자주,,,often,자주 만나다,meet often
1382,,자판기,,,vending machine,커피 자판기,coffee vending machine
1383,,작년,昨年,昨年,last year,시간,time
1384,,작다,,,small,얼굴이 작다,have a small face
1385,,잔,盞,盞,"cup, glass",커피 잔,coffee cup
1386,,잔치,,,"feast, party",생일 잔치,birthday party
1387,,잘,,,well,잘 알다,know well
1388,,잘되다,,,go well,일이 잘되다,work is going well
1389,,잘못,,,wrong,잘못이 많다,there are many mistakes
1390,,잘못되다,,,be wrong,순서가 잘못되다,be in wrong order
1391,,잘못하다,,,do wrong,선택을 잘못하다,make a wrong choice
1392,,잘생기다,,,handsome,얼굴이 잘생기다,have a handsome face
1393,,잘하다,,,do well,외국어를 잘하다,be good at foreign language
1394,,잠,,,sleep,잠을 자다,sleep
1395,,잠깐,,,for a moment,잠깐 기다리다,wait a moment
1396,,잠시,暫時,暫時,for a while,잠시 기다리다,wait for a while
1397,,잠자다,,,sleep,새근새근 잠자다,sleep peacefully
1398,,잡다,,,catch,손을 잡다,hold hands
1399,,잡수시다,,,(honorific) eat,진지를 잡수시다,have a meal
1400,,잡지,雜誌,雑誌,magazine,잡지를 보다,read a magazine
1401,,잡채,雜菜,チャプチェ,Japchae (food),음식,food
1402,,장,張,枚,a sheet,한 장,one sheet
1403,,장갑,掌匣,手袋,gloves,장갑을 끼다,wear gloves
1404,,장난감,,,toy,장난감을 가지고 놀다,play with toys
1405,,장마,,,rainy season,장마가 오다,rainy season is coming
1406,,장미,薔薇,薔薇,rose,꽃,flower
1407,,장소,場所,場所,place,장소를 정하다,set a place
1408,,재료,材料,材料,material,재료를 준비하다,prepare materials
1409,,재미,,,fun,재미가 있다,have fun
1410,,재미없다,,,not interesting,이야기가 재미없다,the story is not interesting
1411,,재미있다,,,interesting,이야기가 재미있다,the story is interesting
1412,,재채기,,,sneeze,재채기가 나오다,have a sneeze
1413,,저,,,that,사람(1인칭),person (first person)
1414,,저,,,I,이도 저도,here and there
1415,,저,,,well,"저, 있잖아요.","Well, you know"
1416,,저거,,,that,저것,that
1417,,저것,,,that,−,−
1418,,저곳,,,over there,장소,location
1419,,저금,貯金,貯金,saving,저금을 하다,save money
1420,,저기,,,there,장소,location
1421,,저녁,,,dinner,저녁이 되다,evening comes
1422,,저런,,,that,그런,that
1423,,저렇다,,,like that,−,−
1424,,저번,,,last,저번 주,last week
1425,,저분,,,that person,이분,this person
1426,,저쪽,,,there,방향,direction
1427,,저희,,,us,저희 회사,our company
1428,,적다,,,write,이름을 적다,write down name
1429,,적다,,,less,양이 적다,the amount is small
1430,,적당하다,適當,適当,suitable,가격이 적당하다,the price is reasonable
1431,,전,全,全,all,전 세계,whole world
1432,,전,前,前,before,오래 전,a long time ago
1433,,전공,專攻,専攻,major,전공을 결정하다,decide on a major
1434,,전기,電氣,電気,electricity,전기가 끊기다,electricity is cut off
1435,,전부,全部,全部,all,전부 모이다,gather everything
1436,,전철,電鐵,電鉄,train,전철을 타다,take the train
1437,,전체,全體,全体,all,전체 국민,all people
1438,,전하다,傳,伝,"deliver, hand down",편지를 전하다,deliver a letter
1439,,전혀,全,全,at all,전혀 모르다,have no idea
1440,,전화,電話,電話,phone,전화를 걸다,make a call
1441,,전화기,電話機,電話機,cellphone,전화기가 울리다,the phone rings
1442,,전화번호,電話番號,電話番号,phone number,전화번호를 묻다,ask for phone number
1443,,젊다,,,young,나이가 젊다,be young
1444,,점수,點數,点数,score,점수가 높다,score is high
1445,,점심,點心,点心,lunch,점심에 만나다,meet at lunch
1446,,점심때,點心,点心,at lunch,점심때가 되다,It's time for lunch
1447,,점심시간,點心時間,点心時間,lunch time,점심시간이 되다,It's lunch time
1448,,점점,漸漸,漸漸,gradually,점점 추워지다,It's getting colder
1449,,접다,,,fold,종이를 접다,fold paper
1450,,접시,,,dish,접시에 담다,put on a plate
1451,,젓가락,,,chopsticks,젓가락을 쓰다,use chopsticks
1452,,정거장,停車場,停車場,"station, stop",버스 정거장,bus stop
1453,,정도,程度,程度,degree,어느 정도,some extent
1454,,정류장,停留場,停留場,"station, stop",버스 정류장,bus stop
1455,,정리,整理,整理,arrangement,책상 정리,organize the desk
1456,,정말,,,really,정말 좋다,really good
1457,,정문,正門,正門,front door,정문으로 다니다,go to the front door
1458,,정신없이,精神,精神,"hectically, frantically",정신없이 일하다,work frantically
1459,,정원,庭園,庭園,garden,정원을 가꾸다,grow a garden
1460,,정하다,定,定,decide,약속을 정하다,make an appointment
1461,,정형외과,整形外科,整形外科,orthopedics,정형외과에서 치료하다,treatment in orthopedics
1462,,정확,正確,正確,exactness,발음이 정확,pronunciation is correct
1463,,젖다,,,wet,옷이 젖다,clothes get wet
1464,,제,,,my,사람(1인칭),person (first person)
1465,,제목,題目,題目,title,제목을 짓다,make a title
1466,,제일,第一,第一,best,제일 좋아하다,like the most
1467,,제주도,濟州島,済州島,Jeju Island,지명,place name
1468,,조금,,,little,조금 먹다,eat a little
1469,,조금씩,,,gradually,조금씩 가다,go little by little
1470,,조심,操心,操心,be careful,운전 조심,drive carefully
1471,,조용하다,靜,静,quiet,집이 조용하다,the house is quiet
1472,,조용히,靜,静,quietly,조용히 말하다,speak quietly
1473,,조카,,,nephew,가족,family
1474,,졸다,,,sleep,깜빡 졸다,doze off
1475,,졸업,卒業,卒業,graduate,입학,admission
1476,,좀,,,little,좀 비싸다,a bit expensive
1477,,좁다,,,narrow,방이 좁다,the room is narrow
1478,,종류,種類,種類,type,종류가 다양하다,there are many types
1479,,종업원,從業員,従業員,"employee, worker",직업,job
1480,,종이,,,paper,종이에 쓰다,write on paper
1481,,좋다,,,good,날씨가 좋다,the weather is good
1482,,좋아하다,,,like,꽃을 좋아하다,(I) like flowers
1483,,죄송하다,罪悚,罪悚,sorry,마음이 죄송하다,feel sorry
1484,,주,週,週,week,이번 주,this week
1485,,주다,,,give,선물을 주다,give a gift
1486,,주로,主,主,mainly,주로 말하다,mainly speak
1487,,주말,週末,週末,weekend,주말을 보내다,spend the weekend
1488,,주머니,,,pocket,주머니에 넣다,put into the pocket
1489,,주무시다,,,(honorific) sleep,잠을 주무시다,sleep
1490,,주문,注文,注文,order,주문을 받다,receive an order
1491,,주변,周邊,周辺,"around, surrounding",주변 환경,surrounding environment
1492,,주부,主婦,主婦,housewife,주부로 살다,live as a housewife
1493,,주사,注射,注射,injection,주사를 맞다,get an injection
1494,,주소,住所,住所,address,주소를 적다,write down address
1495,,주스,,,juice,주스를 마시다,drink juice
1496,,주위,周圍,周囲,around,눈 주위,around the eyes
1497,,주인,主人,主人,master,가게 주인,shopkeeper
1498,,주일,週日,週日,week,이번 주일,this week
1499,,주차,駐車,駐車,parking,주차 위반,parking violation
1500,,주차장,駐車場,駐車場,parking lot,주차장에 세우다,park in a parking lot
1501,,주황색,朱黃色,朱黄色,orange color,색깔,color
1502,,죽다,,,die,사람이 죽다,a person dies
1503,,준비,準備,準備,ready,출근 준비,getting ready for work
1504,,줄,,,a rope,줄을 감다,wrap a rope
1505,,줄다,,,shrink,크기가 줄다,decrease in size
1506,,줄이다,,,reduce,소리를 줄이다,turn down the sound
1507,,줍다,,,"pick up, gather",쓰레기를 줍다,pick up trash
1508,,중,中,中,in the middle of,회의 중,in the middle of a meeting
1509,,중간,中間,中間,middle,집과 학교의 중간,between home and school
1510,,중국,中國,中国,China,나라,country
1511,,중국집,中國,中華,Chinese restaurant,중국집에 주문하다,order at a Chinese restaurant
1512,,중심,中心,中心,center,서울의 중심,center of Seoul
1513,,중앙,中央,中央,central,무대 중앙,stage center
1514,,중요,重要,重要,importance,중요 자료,important information
1515,,중학교,中學校,中学校,middle school,중학교에 입학하다,enter middle school
1516,,중학생,中學生,中学生,middle schooler,중학생이 되다,become a middle school student
1517,,즐거워하다,,,have fun,매우 즐거워하다,be very happy
1518,,즐겁다,,,fun,마음이 즐겁다,feel happy
1519,,즐기다,,,enjoy,휴가를 즐겁다,enjoy your vacation
1520,,지각,遲刻,遅刻,late,지각을 하다,be late
1521,,지갑,,,wallet,지갑에 넣다,put in wallet
1522,,지금,,,now,지금부터,from now on
1523,,지나가다,,,pass by,시간이 지나가다,time goes by
1524,,지나다,,,pass,시간이 지나다,time passes
1525,,지난달,,,last month,시간,hour
1526,,지난번,,,last time,시간,hour
1527,,지난주,,,last week,시간,hour
1528,,지난해,,,last year,시간,hour
1529,,지내다,,,stay,잘 지내다,have a good time
1530,,지다,,,lose,경기에서 지다,lose the game
1531,,지도,地圖,地図,map,지도를 보다,look at the map
1532,,지루하다,,,bored,수업이 지루하다,class is boring
1533,,지르다,,,yell,소리를 지르다,give a shout
1534,,지방,地方,地方,region,남쪽 지방,southern region
1535,,지우개,,,eraser,지우개로 지우다,erase with eraser
1536,,지우다,,,delete,지우개로 지우다,erase with eraser
1537,,지키다,,,protect,나라를 지키다,protect the country
1538,,지하,地下,地下,basement,지하로 내려가다,go to the basement
1539,,지하도,地下道,地下道,underpass,지하도를 건너다,cross the underpass
1540,,지하철,地下鐵,地下鉄,subway,지하철을 타다,take the subway
